customer_id,age,gender,region,segment,signup_date,churn_label,churn_date,relationship_manager,branch
CUST_008075,,Male,Central,Retail,2019-06-11 20:18:28,0,,RM_016,BR_018
CUST_006527,,Female,West,Corporate,2016-03-10 20:06:05,0,,RM_040,BR_008
CUST_001666,62.0,Female,West,Retail,2020-10-02 23:30:38,0,,RM_025,BR_020
CUST_007117,,Male,Central,Retail,2017-09-22 22:26:35,1,2019-10-08 22:26:35,RM_009,BR_018
CUST_001406,20.0,Female,East,Premium,2022-06-05 02:57:21,0,,RM_032,BR_030
CUST_001548,18.0,Male,West,SME,2015-01-15 16:59:13,1,,RM_032,BR_014
CUST_004710,72.0,Female,North,Premium,2023-05-27 03:55:00,1,2024-02-07 03:55:00,,BR_030
CUST_004831,19.0,,Central,SME,2022-03-24 00:08:54,1,,RM_049,BR_003
CUST_007941,,Male,South,,2016-03-08 09:51:22,1,2017-05-12 09:51:22,RM_008,
CUST_005348,,,North,,2021-05-02 00:00:05,0,,RM_025,BR_025
CUST_007055,,Female,East,Retail,2020-05-01 04:29:37,1,,RM_030,BR_022
CUST_006534,41.0,Male,North,Premium,2020-11-10 17:56:52,0,,RM_036,BR_024
CUST_006158,36.0,,North,Retail,2019-08-01 14:53:27,0,,RM_046,BR_020
CUST_004971,22.0,Female,East,Retail,2020-03-03 01:30:04,0,,RM_037,BR_016
CUST_002593,67.0,,North,Corporate,,1,2023-02-02 02:22:34,RM_005,BR_012
CUST_005084,,Male,North,Retail,,0,,RM_037,BR_014
CUST_001682,,,,Retail,2021-10-05 06:44:02,0,,RM_044,
CUST_003272,23.0,Male,Central,Premium,2017-02-01 16:56:44,0,,RM_003,BR_027
CUST_003366,56.0,Female,Central,,2017-01-09 07:49:36,0,,RM_030,BR_016
CUST_009430,,Male,Central,SME,2023-03-18 04:16:22,0,,,BR_002
CUST_004704,46.0,,Central,,,1,2024-09-04 17:17:03,RM_041,BR_011
CUST_007884,18.0,Female,South,Corporate,2022-04-10 22:14:46,0,,RM_005,
CUST_007256,57.0,,West,Premium,2020-01-02 03:25:19,0,,RM_014,BR_002
CUST_004182,51.0,Female,East,,,0,,RM_015,BR_016
CUST_008568,42.0,Male,West,Premium,2015-07-22 11:45:34,0,,RM_047,BR_024
CUST_003940,21.0,Female,South,Premium,2021-03-24 03:39:03,0,,RM_026,BR_012
CUST_004568,48.0,Female,South,SME,2021-06-28 13:55:55,0,,RM_020,BR_019
CUST_008644,21.0,Female,South,SME,2022-10-25 23:08:13,0,,RM_039,BR_023
CUST_007520,64.0,Male,South,Premium,2016-11-21 06:41:18,0,,RM_026,BR_001
CUST_005845,41.0,Male,West,SME,2019-12-30 10:19:09,0,,RM_040,BR_010
CUST_001510,44.0,Female,South,Premium,,0,,RM_045,BR_022
CUST_007991,34.0,,North,SME,2018-07-05 05:58:57,0,,RM_012,BR_008
CUST_002194,38.0,Female,East,SME,2022-04-23 11:42:33,0,,RM_009,
CUST_008759,44.0,Female,,Retail,,0,,,BR_029
CUST_007002,59.0,,East,,2021-11-17 10:09:02,1,2022-09-07 10:09:02,RM_042,BR_022
CUST_009210,46.0,Female,West,SME,2021-02-15 13:40:26,0,,RM_001,BR_013
CUST_003578,33.0,Female,Central,SME,2017-08-12 09:04:43,0,,RM_038,BR_021
CUST_005782,28.0,Male,West,SME,,1,2021-10-11 19:18:04,,BR_024
CUST_008284,,Male,Central,Corporate,2018-07-13 10:24:36,0,,RM_036,BR_013
CUST_005557,40.0,Male,East,Premium,2016-11-15 02:10:23,0,,RM_039,
CUST_000818,62.0,Male,Central,Premium,2020-08-27 03:43:37,0,,RM_001,BR_002
CUST_000212,48.0,Male,,,2021-09-13 11:57:37,0,,RM_004,BR_010
CUST_009416,55.0,Female,,Premium,2022-03-22 05:12:46,0,,RM_013,
CUST_002674,39.0,Female,East,Retail,2019-12-03 22:48:44,0,,RM_031,BR_020
CUST_007814,35.0,,Central,Premium,,0,,RM_036,
CUST_001252,58.0,Female,North,Retail,2021-09-28 00:02:55,1,,RM_015,
CUST_007739,22.0,Female,,Retail,2015-01-06 23:39:46,0,,RM_046,BR_009
CUST_007061,55.0,Female,South,Corporate,2021-01-18 23:57:42,0,,RM_033,
CUST_002832,65.0,Female,North,Retail,,1,2024-12-31 00:00:00,RM_031,BR_023
CUST_004234,27.0,Male,North,Corporate,2017-11-07 02:42:31,0,,RM_010,BR_002
CUST_004074,41.0,,,Premium,2021-06-27 10:39:47,0,,RM_050,BR_001
CUST_008888,52.0,Male,East,Corporate,,0,,RM_021,BR_005
CUST_008426,63.0,,South,Corporate,2016-07-17 17:24:10,1,2020-08-24 17:24:10,RM_016,BR_016
CUST_004789,45.0,,West,Corporate,2019-04-13 06:04:50,0,,RM_017,
CUST_003690,21.0,Female,East,Premium,2020-06-13 02:57:27,0,,RM_037,BR_008
CUST_008031,,Male,East,SME,2018-08-09 05:58:57,1,2020-07-24 05:58:57,RM_049,BR_018
CUST_005209,32.0,Male,North,Retail,2020-08-28 02:15:41,0,,,BR_002
CUST_001215,60.0,,Central,Retail,2019-04-23 01:48:29,0,,,BR_025
CUST_003456,72.0,,West,Corporate,2023-01-10 20:23:58,0,,RM_046,BR_004
CUST_003965,41.0,Male,South,,2019-01-21 02:14:12,0,,,BR_001
CUST_005700,41.0,Male,,Retail,2017-04-28 21:52:05,0,,,BR_019
CUST_006119,47.0,Male,Central,Retail,2018-10-15 14:10:09,0,,RM_034,BR_027
CUST_007624,23.0,,Central,SME,2021-10-18 20:07:38,1,2022-04-14 20:07:38,RM_030,BR_029
CUST_001831,53.0,Male,,SME,2019-12-31 20:30:41,1,2022-09-20 20:30:41,,BR_020
CUST_009187,74.0,Male,South,Corporate,2022-11-03 04:35:43,0,,RM_026,BR_025
CUST_002531,55.0,Male,Central,Premium,2023-04-24 17:21:17,0,,RM_011,BR_025
CUST_002359,63.0,Female,North,SME,2023-03-03 14:57:06,1,2024-12-31 00:00:00,RM_024,BR_025
CUST_000688,73.0,Male,East,,2018-10-12 23:13:49,0,,RM_008,BR_005
CUST_008567,,Male,North,Retail,2017-03-14 22:32:33,1,2018-06-27 22:32:33,RM_004,BR_014
CUST_005467,59.0,Male,East,Corporate,,0,,RM_013,BR_001
CUST_000115,54.0,Female,East,Retail,2019-10-31 05:38:40,0,,RM_033,BR_012
CUST_007431,65.0,Female,Central,Retail,2020-09-28 23:01:15,0,,RM_042,BR_002
CUST_004712,48.0,Female,,Corporate,2016-04-10 16:50:42,0,,,
CUST_001249,25.0,Male,South,SME,2017-01-20 09:49:56,0,,RM_006,
CUST_009998,21.0,Female,South,,2020-11-01 16:41:54,0,,RM_023,BR_003
CUST_000832,44.0,Female,West,SME,2018-11-07 02:42:26,0,,RM_017,BR_005
CUST_004765,,Male,West,,2016-07-03 21:33:54,0,,RM_033,BR_014
CUST_004342,,Male,North,,2021-07-06 13:28:25,0,,RM_038,BR_020
CUST_006962,20.0,Male,West,Retail,2021-05-03 12:09:03,0,,RM_049,BR_007
CUST_001748,67.0,,,,,1,2023-12-04 07:22:46,RM_035,BR_003
CUST_002767,69.0,Female,Central,SME,2016-09-23 02:05:04,0,,RM_032,BR_014
CUST_002310,69.0,Female,West,SME,2015-06-13 19:22:59,0,,RM_002,BR_012
CUST_008317,66.0,Female,South,Corporate,2021-01-20 21:52:19,0,,RM_021,BR_010
CUST_003338,65.0,Female,South,SME,2020-04-03 21:05:12,0,,RM_048,BR_024
CUST_004800,55.0,Male,,Retail,2022-07-31 15:55:45,0,,RM_009,BR_007
CUST_007243,63.0,Male,,Retail,2022-10-08 05:04:09,0,,RM_029,BR_008
CUST_007651,47.0,Male,North,,2018-07-07 10:17:18,0,,RM_023,BR_007
CUST_002951,30.0,Male,South,Premium,,1,2017-01-26 01:47:19,,BR_009
CUST_002660,25.0,,West,Retail,2016-10-28 11:47:51,0,,RM_028,BR_001
CUST_005076,48.0,Female,East,Retail,2019-05-31 17:44:55,0,,RM_005,BR_026
CUST_006950,45.0,Female,West,,2020-12-27 15:42:42,0,,RM_029,
CUST_008740,53.0,Female,,Premium,2016-08-28 15:20:54,0,,RM_035,BR_025
CUST_005944,,Male,Central,SME,2016-11-07 01:35:54,0,,RM_028,BR_022
CUST_005420,66.0,Female,,SME,2022-04-23 11:14:08,0,,RM_037,BR_001
CUST_000498,29.0,Male,East,Corporate,,0,,RM_038,BR_017
CUST_008314,58.0,Female,East,,2020-06-04 10:04:25,0,,RM_036,BR_012
CUST_002591,41.0,Female,West,Premium,2016-05-30 03:01:51,0,,RM_033,BR_027
CUST_008491,40.0,Male,Central,Premium,2018-11-21 20:54:01,0,,RM_045,BR_019
CUST_003190,,,East,Premium,2016-06-28 06:48:47,0,,,
CUST_002751,22.0,Male,Central,SME,2022-07-05 16:40:59,0,,RM_027,BR_025
CUST_001498,47.0,Male,West,Premium,2022-02-22 09:56:00,1,2023-11-12 09:56:00,,BR_011
CUST_000690,27.0,Female,East,,2023-06-19 15:19:59,1,2024-08-06 15:19:59,RM_026,BR_027
CUST_008771,43.0,Female,West,SME,2020-07-19 19:57:56,0,,RM_025,BR_009
CUST_008773,41.0,Male,Central,,2018-01-19 16:04:20,1,2020-09-27 16:04:20,RM_021,BR_012
CUST_002785,,Female,West,Corporate,2022-12-16 09:50:28,0,,,BR_020
CUST_006284,74.0,Female,West,,,0,,RM_029,BR_007
CUST_001041,47.0,Male,South,Corporate,,0,,RM_044,
CUST_008881,72.0,,,SME,2019-09-17 17:45:32,0,,RM_031,BR_017
CUST_005640,18.0,,North,Premium,,0,,RM_007,BR_020
CUST_005924,30.0,Male,North,Retail,2022-02-12 01:26:03,0,,RM_038,
CUST_009413,25.0,Female,,Retail,2019-10-25 14:44:38,0,,RM_032,BR_024
CUST_004925,,Male,North,,,0,,RM_012,BR_001
CUST_002966,61.0,Female,,Corporate,2015-06-07 16:26:58,0,,RM_036,BR_007
CUST_006359,49.0,Female,South,,2015-09-07 20:24:36,1,2017-08-12 20:24:36,RM_008,BR_025
CUST_001451,57.0,Female,North,Premium,2015-06-08 23:21:05,0,,,BR_025
CUST_007479,37.0,Male,East,Premium,,0,,,BR_028
CUST_007254,56.0,Female,East,Retail,,0,,,
CUST_008459,31.0,Female,Central,Premium,2021-11-08 00:03:42,0,,RM_025,BR_015
CUST_007419,26.0,,,Corporate,2018-03-28 19:48:06,1,2021-09-29 19:48:06,RM_017,BR_018
CUST_006481,70.0,Male,Central,Retail,2017-12-07 20:32:16,0,,RM_008,BR_013
CUST_005555,30.0,Female,,SME,2015-10-15 01:20:33,0,,RM_031,BR_015
CUST_008471,62.0,Male,North,Corporate,2018-12-01 22:16:46,1,,RM_018,BR_017
CUST_006871,50.0,Male,Central,SME,2015-05-27 00:02:58,0,,RM_005,
CUST_006636,63.0,Female,,SME,2019-09-04 01:00:59,0,,RM_017,BR_022
CUST_009492,72.0,Male,West,SME,2021-12-02 03:41:39,0,,RM_029,BR_025
CUST_002316,39.0,,,Premium,2021-07-30 21:11:55,0,,RM_016,BR_016
CUST_005011,37.0,Female,,Corporate,2020-06-15 11:14:47,0,,,
CUST_001137,74.0,Male,West,,,0,,RM_007,BR_011
CUST_006361,48.0,Female,,,2021-03-05 04:30:28,1,,RM_001,
CUST_003795,29.0,Male,West,Retail,2022-11-03 13:03:57,0,,RM_022,BR_006
CUST_008149,59.0,Female,,Retail,2017-06-29 18:52:53,0,,RM_009,BR_010
CUST_007159,20.0,Female,,SME,2023-06-06 00:16:10,1,,,BR_028
CUST_001087,39.0,Female,South,SME,2023-05-30 23:28:02,0,,RM_042,BR_015
CUST_004319,31.0,Female,Central,Premium,2018-05-03 06:20:10,0,,RM_042,BR_008
CUST_008903,,Female,North,SME,2022-01-01 14:34:01,0,,RM_017,BR_015
CUST_008976,35.0,Male,,Corporate,2023-06-18 17:13:58,1,2024-12-31 00:00:00,RM_035,BR_008
CUST_004282,58.0,Male,Central,Retail,,0,,RM_031,BR_021
CUST_004823,48.0,Male,North,Corporate,2017-12-16 23:29:23,0,,RM_038,BR_011
CUST_003174,,Male,North,Retail,2016-06-10 17:16:06,0,,RM_042,BR_002
CUST_004352,51.0,Male,North,Corporate,2020-09-07 17:00:50,0,,RM_012,BR_029
CUST_003540,52.0,Male,Central,,2020-05-11 02:08:13,0,,RM_008,BR_008
CUST_002656,66.0,Female,East,SME,2018-09-10 12:55:25,0,,RM_001,BR_025
CUST_000131,53.0,,East,,2019-09-14 04:52:45,1,2020-09-12 04:52:45,RM_019,BR_006
CUST_003480,57.0,Male,North,SME,,1,2017-03-26 07:39:19,RM_006,BR_023
CUST_005754,32.0,Female,West,Retail,2017-09-02 23:56:37,0,,RM_002,BR_009
CUST_004589,47.0,Male,East,Retail,2022-08-20 19:40:22,0,,RM_042,BR_026
CUST_009656,67.0,Female,West,Premium,,0,,RM_034,
CUST_006049,31.0,Male,East,,,0,,RM_032,BR_029
CUST_006515,,Male,East,SME,2019-01-19 21:51:54,0,,RM_002,BR_029
CUST_009767,60.0,Female,,,2017-05-20 04:27:57,0,,,BR_025
CUST_006590,54.0,Female,North,Premium,2019-01-13 18:52:01,0,,RM_035,BR_018
CUST_000262,40.0,Female,Central,Corporate,2017-07-19 13:51:47,1,2020-03-08 13:51:47,RM_027,BR_003
CUST_001102,56.0,Female,West,Corporate,2022-10-21 12:35:30,0,,RM_030,BR_004
CUST_006880,41.0,Female,West,Corporate,2020-10-07 11:43:00,1,2020-11-09 11:43:00,RM_022,BR_026
CUST_007578,64.0,Male,,Retail,,0,,RM_033,BR_016
CUST_001247,47.0,Female,Central,Corporate,2017-10-05 22:59:07,1,2018-08-16 22:59:07,RM_047,BR_015
CUST_001258,21.0,Male,East,SME,2021-10-23 23:44:49,0,,,BR_021
CUST_005526,58.0,Female,North,Retail,2020-09-25 22:02:42,0,,RM_034,BR_003
CUST_003652,52.0,Female,South,Corporate,2022-10-30 01:36:13,0,,RM_007,BR_009
CUST_006723,37.0,Male,North,Retail,2020-07-01 06:26:27,0,,RM_018,
CUST_004538,45.0,Female,East,Retail,2021-05-29 16:14:57,0,,,BR_026
CUST_005940,38.0,Female,North,,2016-08-25 14:33:54,0,,RM_011,BR_030
CUST_007339,26.0,Male,North,Premium,2018-03-03 20:55:38,0,,RM_026,BR_026
CUST_006698,,Female,,Retail,,0,,RM_023,
CUST_007820,,Female,,Retail,,0,,RM_013,BR_026
CUST_009144,20.0,Female,East,Premium,,1,2022-01-18 11:18:23,RM_044,BR_011
CUST_009388,55.0,,Central,Corporate,2021-06-26 09:17:06,0,,RM_006,
CUST_004995,54.0,Female,Central,Corporate,2020-10-19 17:05:50,0,,RM_050,BR_024
CUST_005958,66.0,Male,Central,SME,2021-05-01 12:08:06,0,,RM_024,BR_020
CUST_002273,58.0,Female,North,SME,2016-10-13 08:41:29,0,,RM_012,BR_002
CUST_006523,56.0,Female,Central,Premium,2021-06-26 02:26:38,0,,RM_029,BR_004
CUST_002348,45.0,Male,North,SME,2021-05-16 07:48:08,0,,RM_031,BR_009
CUST_009432,41.0,,South,Retail,2021-07-26 02:28:33,0,,RM_044,BR_020
CUST_007641,56.0,Male,East,SME,2017-10-13 23:11:02,0,,RM_047,
CUST_005469,27.0,Female,North,Retail,2015-10-17 08:57:34,0,,RM_022,
CUST_003247,27.0,,,Retail,2016-04-29 15:25:32,0,,RM_029,BR_011
CUST_006239,32.0,Male,East,Premium,2016-08-21 17:01:30,0,,RM_025,
CUST_003336,24.0,Female,,,2017-08-06 14:12:55,1,2018-08-12 14:12:55,RM_044,BR_022
CUST_000667,73.0,,South,SME,2022-04-23 22:48:47,1,2023-07-09 22:48:47,RM_009,BR_009
CUST_003122,50.0,,North,SME,2022-09-19 12:04:00,0,,,BR_001
CUST_009014,,Male,Central,Premium,2016-12-11 00:41:12,0,,RM_036,BR_004
CUST_007858,38.0,Female,North,Corporate,,0,,RM_010,BR_014
CUST_002213,19.0,Female,North,Corporate,2018-10-29 18:16:39,0,,,BR_022
CUST_005070,53.0,Male,East,Retail,2021-11-08 08:17:59,0,,RM_026,
CUST_003225,,Female,,Retail,,0,,RM_050,BR_001
CUST_006560,74.0,Female,South,,,0,,RM_031,BR_025
CUST_001489,46.0,Male,West,Premium,2017-05-02 13:09:08,0,,RM_042,BR_020
CUST_002433,42.0,Female,West,Premium,2020-09-29 23:24:59,1,2022-06-25 23:24:59,RM_021,BR_002
CUST_001506,33.0,Male,West,Corporate,,0,,RM_030,BR_002
CUST_003976,,Female,South,Retail,,0,,RM_007,BR_011
CUST_002352,71.0,Male,Central,Premium,2018-02-15 05:44:32,0,,RM_013,BR_019
CUST_005241,72.0,Male,,,2019-11-07 21:40:46,1,2023-04-13 21:40:46,RM_048,
CUST_006569,69.0,Female,West,Premium,2017-12-30 05:09:00,0,,RM_016,BR_006
CUST_007911,28.0,Female,Central,SME,2020-11-25 06:20:40,0,,RM_006,BR_015
CUST_003054,20.0,Male,,Premium,2017-04-28 04:17:40,0,,RM_022,
CUST_000114,29.0,Female,South,Corporate,2019-04-18 09:22:27,0,,,BR_015
CUST_001690,49.0,Female,West,Corporate,2022-07-22 17:08:28,0,,,BR_030
CUST_006330,62.0,Female,Central,Corporate,2020-08-04 18:55:54,0,,RM_006,BR_012
CUST_005964,67.0,Female,North,Premium,2022-11-29 18:16:55,1,,RM_033,BR_007
CUST_005696,27.0,Female,East,SME,,0,,RM_022,BR_027
CUST_003030,72.0,Female,Central,Corporate,2023-02-13 15:45:42,0,,RM_006,BR_028
CUST_003747,20.0,Male,South,SME,2023-02-27 15:25:19,0,,RM_049,
CUST_008336,,Female,South,SME,2019-09-20 08:13:00,0,,RM_023,
CUST_003136,34.0,Male,North,Premium,2018-06-17 15:18:54,0,,RM_040,BR_025
CUST_006530,40.0,,Central,Premium,2017-08-27 20:41:11,1,2020-12-29 20:41:11,RM_020,BR_008
CUST_002268,72.0,Male,South,Corporate,2017-09-14 10:45:46,0,,RM_009,BR_021
CUST_003097,30.0,Male,,SME,,0,,RM_005,BR_027
CUST_005453,71.0,Female,Central,Premium,2021-01-03 20:26:50,0,,RM_026,BR_016
CUST_002624,59.0,Female,Central,Retail,2020-03-27 17:25:41,1,2023-03-30 17:25:41,,BR_026
CUST_004240,,,North,Corporate,2017-04-26 16:59:35,0,,RM_002,BR_014
CUST_002640,29.0,Female,,SME,2018-11-03 15:27:24,0,,RM_026,BR_013
CUST_003098,25.0,Male,,,2018-09-23 05:23:52,0,,RM_014,BR_021
CUST_002474,61.0,Female,South,SME,2015-08-30 07:36:37,0,,RM_019,
CUST_002145,29.0,Male,,,2022-03-13 08:39:20,0,,RM_042,BR_019
CUST_006551,39.0,Female,North,Premium,2015-04-15 06:11:41,0,,RM_004,BR_020
CUST_004348,21.0,Female,East,SME,,1,2021-11-07 05:50:14,RM_010,BR_013
CUST_005601,30.0,Male,,Retail,2017-05-10 19:57:36,0,,RM_039,
CUST_006628,37.0,Male,West,,2017-10-10 14:56:49,0,,RM_006,BR_024
CUST_009840,72.0,Male,North,Premium,2017-09-22 08:34:53,0,,RM_024,BR_014
CUST_002717,,Male,East,Premium,2015-12-19 09:21:46,0,,RM_037,BR_023
CUST_009930,30.0,Female,East,Premium,2020-11-04 12:48:24,0,,RM_016,BR_004
CUST_009192,62.0,Female,,SME,2018-02-07 06:51:48,0,,RM_017,BR_027
CUST_001140,,Female,South,Corporate,2022-06-26 10:31:08,1,2024-12-31 00:00:00,,BR_004
CUST_005259,26.0,Male,North,SME,2020-12-08 03:42:12,0,,RM_006,BR_024
CUST_007410,65.0,Male,North,SME,2021-06-10 11:17:57,0,,RM_041,BR_022
CUST_000252,53.0,Female,West,,2016-08-06 20:59:15,0,,,BR_015
CUST_005943,23.0,Male,Central,Retail,2021-01-11 10:09:00,1,,RM_006,BR_022
CUST_004604,18.0,,South,Retail,2017-10-04 01:04:18,0,,RM_035,BR_019
CUST_002557,44.0,Female,East,Premium,2018-01-17 14:28:19,1,2021-06-24 14:28:19,RM_024,
CUST_001972,53.0,Female,,Corporate,2019-10-01 11:40:33,1,2020-04-07 11:40:33,RM_004,BR_015
CUST_005244,64.0,Female,,Retail,2021-01-24 04:53:18,1,2021-08-29 04:53:18,RM_010,BR_014
CUST_008254,57.0,Female,West,SME,2019-04-29 20:23:22,0,,,BR_005
CUST_009228,55.0,Male,Central,Retail,2021-05-25 09:34:42,1,2023-08-23 09:34:42,RM_045,BR_017
CUST_008419,57.0,Female,North,Retail,2017-11-14 13:44:46,0,,RM_036,BR_028
CUST_001540,24.0,Female,East,Premium,2017-01-19 13:32:00,0,,RM_014,BR_030
CUST_002247,67.0,Male,Central,Retail,2019-04-20 21:51:58,0,,,BR_024
CUST_009783,34.0,Female,West,Premium,2021-09-24 00:16:15,0,,RM_035,BR_027
CUST_006124,69.0,Female,West,Corporate,2016-03-19 09:35:44,0,,RM_041,BR_003
CUST_004705,71.0,Female,West,Corporate,2022-07-12 20:36:08,1,2024-09-07 20:36:08,RM_006,BR_010
CUST_000433,48.0,Female,Central,SME,2016-02-11 12:59:14,1,2018-01-16 12:59:14,RM_003,BR_018
CUST_007470,33.0,Female,East,SME,2016-08-09 03:43:21,1,2019-07-31 03:43:21,RM_014,BR_016
CUST_009451,72.0,Female,Central,,2017-01-04 04:02:51,0,,RM_050,BR_019
CUST_007730,61.0,Female,North,Premium,2016-05-21 18:23:11,0,,RM_042,BR_021
CUST_003609,66.0,,North,Corporate,2021-05-19 11:33:16,0,,RM_043,BR_013
CUST_003864,,Female,South,Premium,2021-01-16 17:04:29,0,,RM_045,BR_019
CUST_003815,42.0,,East,,2016-01-27 09:12:27,0,,RM_021,BR_014
CUST_005760,54.0,Female,North,Premium,,1,2019-05-02 15:50:06,,BR_023
CUST_009842,,Male,Central,Corporate,2018-01-28 08:29:11,0,,RM_049,BR_012
CUST_008225,35.0,Male,South,Premium,2020-12-16 12:23:03,0,,RM_009,BR_016
CUST_007551,21.0,Female,East,Corporate,2022-12-04 02:29:49,0,,RM_012,BR_023
CUST_002336,23.0,Male,North,SME,2015-10-15 17:30:16,0,,,BR_024
CUST_006620,,Male,West,Premium,2016-08-19 23:23:38,0,,RM_017,BR_024
CUST_008367,48.0,Male,North,Corporate,2018-07-01 23:59:06,1,2019-06-20 23:59:06,RM_048,BR_007
CUST_003686,53.0,Female,,Premium,2020-04-27 20:02:11,1,2022-02-12 20:02:11,RM_040,BR_010
CUST_005566,42.0,Female,South,SME,2019-07-31 12:00:03,1,,RM_034,BR_014
CUST_001499,21.0,Female,Central,Premium,2019-07-02 05:44:28,0,,,BR_020
CUST_000047,45.0,Female,,SME,2018-10-14 12:32:31,0,,,BR_014
CUST_005608,,Female,Central,Corporate,2016-07-24 04:08:49,0,,RM_040,BR_006
CUST_001468,55.0,Male,North,Premium,2015-07-07 18:13:19,1,2015-12-24 18:13:19,RM_039,BR_025
CUST_003822,36.0,,South,Premium,2019-09-01 12:42:01,0,,RM_045,BR_025
CUST_007733,22.0,Male,North,Premium,2016-01-07 20:45:42,0,,RM_040,
CUST_009273,20.0,Male,West,Corporate,2017-04-26 15:49:23,0,,,BR_022
CUST_000079,37.0,Male,South,,2020-09-08 18:18:44,0,,RM_038,BR_009
CUST_009726,40.0,Male,North,SME,2019-07-02 13:03:50,0,,,BR_017
CUST_005117,32.0,Male,West,SME,2021-05-05 08:40:57,0,,,
CUST_006862,,,South,Retail,2017-09-26 21:28:37,0,,RM_004,BR_021
CUST_003064,65.0,Male,South,Premium,2015-08-05 22:16:12,0,,,BR_005
CUST_002870,39.0,,Central,Premium,,1,2020-11-26 20:58:42,RM_012,BR_015
CUST_001248,37.0,Male,West,Corporate,2023-04-22 11:57:47,0,,,BR_024
CUST_003507,61.0,Female,Central,Retail,2016-02-03 14:14:04,0,,,BR_008
CUST_004949,27.0,,North,Corporate,,0,,RM_022,BR_010
CUST_003585,,Female,Central,Premium,,0,,RM_046,
CUST_007359,59.0,Male,Central,SME,,0,,RM_021,
CUST_002581,30.0,Female,,Retail,2019-09-16 17:53:54,0,,RM_012,BR_023
CUST_002139,37.0,Male,South,SME,2022-06-07 14:00:41,0,,RM_036,BR_017
CUST_007566,50.0,Male,Central,,,0,,RM_017,BR_009
CUST_007073,,Female,East,SME,2018-10-17 22:58:57,1,2019-02-19 22:58:57,RM_019,BR_021
CUST_002659,68.0,Male,East,Retail,2019-03-21 10:10:04,0,,RM_044,BR_008
CUST_003753,,Male,South,Corporate,2015-09-07 23:22:01,0,,,BR_009
CUST_004158,25.0,Male,West,SME,2021-01-24 23:07:20,0,,,BR_011
CUST_005768,63.0,Male,East,,2021-01-02 08:43:09,1,2022-09-05 08:43:09,RM_023,BR_011
CUST_006131,40.0,,North,,2023-03-10 08:53:31,0,,,BR_005
CUST_000658,50.0,Female,,SME,,0,,,BR_012
CUST_000337,33.0,Female,East,Corporate,2017-09-10 18:21:22,0,,RM_005,BR_025
CUST_003953,51.0,Male,Central,Premium,2015-10-31 17:04:21,0,,,BR_009
CUST_006819,57.0,Female,North,SME,2018-09-11 12:45:40,0,,RM_032,BR_002
CUST_005205,20.0,Female,,,2020-03-20 05:52:21,0,,RM_002,BR_008
CUST_008174,21.0,Female,Central,Retail,2016-11-11 04:20:35,0,,RM_032,BR_024
CUST_008475,24.0,Female,North,Retail,2018-07-29 23:45:31,0,,RM_024,BR_001
CUST_002945,,Female,East,SME,2015-04-08 15:22:37,0,,RM_042,BR_007
CUST_009275,56.0,Female,Central,Corporate,2023-06-13 21:07:31,0,,RM_050,BR_001
CUST_005567,20.0,Female,East,Retail,2019-11-30 03:44:48,0,,RM_005,BR_025
CUST_004953,70.0,Female,South,,2019-04-16 23:39:35,0,,RM_018,BR_022
CUST_009702,69.0,Female,,,2019-09-08 11:33:58,0,,RM_008,BR_012
CUST_008727,72.0,Male,East,,2022-06-21 01:59:36,1,2024-05-10 01:59:36,RM_011,BR_003
CUST_002185,57.0,Male,North,,2018-12-03 10:22:52,0,,RM_032,BR_003
CUST_001660,61.0,Male,,Premium,2020-03-09 14:36:53,0,,RM_005,BR_024
CUST_004076,,Male,,Premium,2017-06-02 11:21:19,0,,RM_024,BR_001
CUST_008199,48.0,Male,,Retail,2015-06-05 14:39:54,1,,RM_021,BR_006
CUST_009216,53.0,,,Retail,,0,,RM_029,BR_002
CUST_009743,54.0,Male,North,,,0,,RM_039,BR_030
CUST_003200,33.0,Male,East,Retail,2020-10-03 06:03:03,0,,RM_015,
CUST_002081,,,East,Corporate,,0,,,BR_018
CUST_009272,,Female,East,,2017-12-20 10:24:59,0,,,BR_026
CUST_003779,74.0,Female,North,Premium,,0,,RM_032,BR_019
CUST_006619,73.0,Female,East,Corporate,2015-07-18 10:37:40,1,2016-07-24 10:37:40,RM_004,BR_010
CUST_002151,67.0,,South,Retail,2020-12-25 20:14:22,0,,RM_034,BR_004
CUST_009701,,Female,West,Premium,2015-03-14 03:41:35,0,,RM_025,BR_004
CUST_000256,56.0,Male,South,Premium,2020-10-03 05:37:42,0,,RM_019,BR_013
CUST_008981,30.0,Male,North,Retail,2022-04-09 22:00:36,0,,RM_001,BR_005
CUST_002697,61.0,Female,West,SME,,0,,RM_012,BR_024
CUST_004757,60.0,Female,Central,Premium,2018-09-16 16:17:06,0,,RM_045,BR_014
CUST_007167,35.0,Female,West,SME,2018-10-13 20:33:15,0,,RM_014,BR_025
CUST_005717,34.0,Female,South,Premium,2015-11-20 09:13:12,1,2019-11-05 09:13:12,RM_025,BR_030
CUST_003599,20.0,Male,East,Corporate,2022-11-08 13:09:54,0,,,
CUST_009561,60.0,Male,South,,2016-02-29 10:51:09,1,2019-05-28 10:51:09,RM_017,BR_018
CUST_007030,,Male,Central,,2022-05-17 06:39:59,0,,RM_044,
CUST_003274,39.0,Female,North,Premium,2021-03-13 21:17:07,0,,RM_029,BR_028
