interaction_id,customer_id,date,channel,reason,resolved,sentiment_score
INT_0013466,CUST_000004,2022-07-08 14:28:57,,Inquiry,Yes,1.8
INT_0011198,CUST_002516,2022-10-07 17:45:32,Chat,Account Issue,Yes,5.4
INT_0007818,CUST_006681,2022-03-22 13:18:25,Call Centre,Feedback,,4.4
INT_0004414,CUST_001913,2022-06-20 02:07:53,,Inquiry,Yes,
INT_0016855,CUST_004901,2018-05-03 23:36:56,Call Centre,Loan Query,Yes,5.2
INT_0016674,CUST_006354,2018-07-10 10:31:17,Chat,Inquiry,Yes,3.8
INT_0007463,CUST_008986,2019-12-13 09:29:42,Branch,Complaint,Yes,2.7
INT_0014116,CUST_009226,,Chat,Account Issue,Yes,1.2
INT_0015825,CUST_005515,2019-06-16 23:00:46,Call Centre,Inquiry,No,4.7
INT_0001736,CUST_000622,,Email,Feedback,Yes,7.4
INT_0019372,CUST_000775,2022-02-25 04:31:25,Email,Feedback,,6.3
INT_0008833,CUST_003533,2018-10-07 10:02:39,Chat,,No,7.6
INT_0014588,CUST_005491,2021-03-20 21:56:40,,Feedback,Yes,9.6
INT_0015838,CUST_002531,2022-10-28 09:41:47,Email,Inquiry,,3.3
INT_0004814,CUST_000995,,Chat,Loan Query,Yes,5.3
INT_0017643,CUST_003186,,Email,Loan Query,Yes,7.5
INT_0007646,CUST_009317,2020-04-09 21:54:16,Branch,Feedback,Yes,7.8
INT_0013042,CUST_005361,2021-09-21 22:10:42,Email,Loan Query,No,3.6
INT_0011296,CUST_006372,2018-08-27 17:12:36,Branch,Loan Query,Yes,8.5
INT_0006008,CUST_008469,2024-05-20 12:22:18,Chat,Loan Query,,7.5
INT_0007030,CUST_009768,2018-07-29 20:22:10,Email,Loan Query,Yes,
INT_0013750,CUST_001381,2019-07-11 20:41:14,Call Centre,,No,6.7
INT_0003752,CUST_001575,2020-06-27 12:50:38,Chat,Loan Query,Yes,
INT_0005091,CUST_009036,2018-10-20 02:15:12,,Complaint,Yes,1.8
INT_0014510,CUST_002792,2020-06-16 09:05:05,Chat,Inquiry,Yes,3.2
INT_0013832,CUST_002823,2018-07-10 14:20:22,,Loan Query,Yes,8.9
INT_0008864,CUST_000335,2021-01-10 20:54:44,Call Centre,Complaint,,3.7
INT_0015650,CUST_003877,2023-11-10 08:46:51,,Loan Query,Yes,2.4
INT_0015505,CUST_003294,2019-06-12 00:59:16,Chat,Inquiry,,5.8
INT_0017251,CUST_006839,,,,,3.9
INT_0002196,CUST_006412,2024-09-12 00:16:54,Branch,Feedback,Yes,8.6
INT_0016024,CUST_008544,2019-02-25 12:39:58,Branch,Account Issue,Yes,
INT_0002767,CUST_003172,2022-03-14 16:49:08,Chat,Complaint,Yes,3.4
INT_0012414,CUST_001347,2020-01-11 13:06:12,Email,Complaint,Yes,
INT_0001126,CUST_000269,2024-06-15 01:23:18,Call Centre,Account Issue,,3.7
INT_0006229,CUST_001871,2019-06-22 02:30:40,Chat,Loan Query,No,3.6
INT_0003923,CUST_006904,2018-07-31 11:47:02,Call Centre,Account Issue,Yes,7.8
INT_0015870,CUST_006151,2022-01-17 02:26:15,Chat,Complaint,No,3.9
INT_0009648,CUST_008892,2019-08-07 09:52:45,Branch,Feedback,Yes,7.9
INT_0003989,CUST_001625,2024-08-06 00:48:26,Chat,Loan Query,Yes,1.4
INT_0003192,CUST_009024,2018-01-14 07:24:13,Branch,Inquiry,No,1.3
INT_0004712,CUST_002418,2024-12-10 20:58:27,Chat,,,2.0
INT_0017235,CUST_005113,2020-10-28 15:24:47,Branch,Account Issue,Yes,8.8
INT_0001147,CUST_000232,2019-07-20 15:22:57,Chat,Complaint,No,3.9
INT_0004053,CUST_008465,2022-10-22 08:00:31,Call Centre,,Yes,6.7
INT_0009023,CUST_001594,2022-07-14 00:12:40,Branch,Inquiry,Yes,7.6
INT_0017309,CUST_002697,2018-05-24 11:06:05,Chat,Inquiry,Yes,4.2
INT_0004858,CUST_004746,2020-05-19 19:31:07,Chat,Loan Query,Yes,4.3
INT_0003386,CUST_003372,2021-03-09 03:52:22,Email,Complaint,Yes,7.3
INT_0011562,CUST_009363,2023-04-29 04:54:28,Chat,Inquiry,No,2.2
INT_0001225,CUST_006709,,Branch,,Yes,1.6
INT_0005812,CUST_009631,2024-09-17 03:33:55,Chat,Loan Query,Yes,5.0
INT_0018838,CUST_008275,2023-12-08 08:53:53,Chat,Complaint,Yes,6.5
INT_0016646,CUST_000071,2024-04-20 22:32:33,Branch,Feedback,No,
INT_0002205,CUST_002050,,Chat,Inquiry,Yes,5.6
INT_0000755,CUST_001537,2022-03-06 19:02:58,Branch,Complaint,Yes,2.2
INT_0011489,CUST_008167,2024-08-23 18:16:34,Email,,,3.9
INT_0000343,CUST_000583,2022-10-21 10:32:26,,Account Issue,No,
INT_0009177,CUST_009122,2024-07-28 01:10:21,Chat,Inquiry,No,3.4
INT_0006196,CUST_001324,2020-09-22 03:59:49,Call Centre,Feedback,No,9.6
INT_0001112,CUST_006873,2024-08-28 22:47:12,,Feedback,No,
INT_0012246,CUST_003907,2019-10-13 20:44:31,Branch,Account Issue,Yes,3.5
INT_0010896,CUST_009406,2022-11-26 01:14:46,Chat,Complaint,No,2.9
INT_0013703,CUST_006667,2024-11-22 03:20:29,Call Centre,Loan Query,Yes,6.7
INT_0019332,CUST_004769,2021-07-26 11:34:13,Call Centre,Complaint,Yes,
INT_0013889,CUST_002085,2023-12-14 09:20:44,Email,Account Issue,,8.3
INT_0002962,CUST_002490,2022-02-15 06:03:23,Call Centre,Account Issue,Yes,7.7
INT_0013165,CUST_007071,2024-08-05 22:58:55,Call Centre,Loan Query,,7.0
INT_0015855,CUST_002792,2024-08-04 07:38:50,,,Yes,3.4
INT_0015043,CUST_003877,2024-09-29 15:39:32,Call Centre,,No,9.5
INT_0002860,CUST_005743,2024-06-13 03:33:30,Call Centre,Complaint,Yes,7.3
INT_0002810,CUST_000517,2023-07-18 12:40:44,Branch,Complaint,Yes,1.0
INT_0002977,CUST_005327,,Chat,Complaint,Yes,9.1
INT_0016381,CUST_007600,2021-08-27 21:40:20,Branch,Feedback,Yes,8.6
INT_0013390,CUST_000519,,Call Centre,Inquiry,Yes,
INT_0017829,CUST_003992,2019-09-01 08:31:12,Chat,Complaint,Yes,5.3
INT_0007481,CUST_002344,2020-04-09 13:41:45,Branch,Feedback,Yes,8.9
INT_0010660,CUST_004035,2021-09-17 20:50:25,Call Centre,,Yes,
INT_0004058,CUST_002906,,Branch,,Yes,5.3
INT_0012030,CUST_007363,2023-03-16 22:25:15,Chat,Feedback,Yes,1.4
INT_0006857,CUST_008123,2020-01-15 03:06:12,Chat,Feedback,Yes,
INT_0014477,CUST_007808,,Chat,Inquiry,No,5.2
INT_0016093,CUST_001329,2023-07-06 01:09:05,Branch,Inquiry,,8.4
INT_0007599,CUST_001948,,Chat,Account Issue,No,1.9
INT_0008176,CUST_009979,2022-06-19 02:39:04,Email,Loan Query,Yes,
INT_0002729,CUST_004319,2019-01-12 07:05:01,Chat,Complaint,Yes,5.4
INT_0016095,CUST_004843,2020-05-29 11:08:23,Branch,Account Issue,Yes,9.7
INT_0000847,CUST_007040,2022-10-17 04:34:05,,,Yes,
INT_0000594,CUST_004298,2019-06-26 08:15:17,Email,Feedback,Yes,8.0
INT_0011829,CUST_007896,2024-01-07 16:26:22,Branch,Complaint,Yes,5.8
INT_0008613,CUST_002262,2022-08-10 08:47:54,Email,Loan Query,Yes,6.5
INT_0002660,CUST_002092,2022-09-22 11:26:25,,Loan Query,Yes,
INT_0000612,CUST_007693,2024-01-21 14:27:23,Email,Loan Query,,4.5
INT_0013567,CUST_007946,2019-02-27 13:05:34,,Loan Query,Yes,4.6
INT_0007360,CUST_001008,2018-02-27 01:51:48,Branch,,Yes,1.1
INT_0019607,CUST_008811,2021-08-13 09:10:07,Call Centre,Complaint,Yes,9.8
INT_0013419,CUST_003381,,Chat,Feedback,No,
INT_0012362,CUST_008752,2018-12-12 21:19:52,Chat,,Yes,
INT_0005681,CUST_002910,2020-12-14 11:40:05,Branch,Feedback,No,
INT_0018310,CUST_005054,2021-06-14 04:17:31,Email,,Yes,2.7
INT_0000622,CUST_004727,2020-10-26 07:55:03,,Feedback,Yes,5.7
INT_0007904,CUST_009263,2020-08-02 07:17:27,Branch,Loan Query,Yes,5.1
INT_0013659,CUST_003927,2021-09-15 01:09:57,Chat,Feedback,,5.0
INT_0011728,CUST_000944,2018-04-19 18:10:00,Email,Account Issue,Yes,4.2
INT_0012635,CUST_001256,,Call Centre,Feedback,Yes,5.8
INT_0005744,CUST_002664,2022-02-06 09:19:44,,Feedback,Yes,7.0
INT_0013556,CUST_005407,,Call Centre,Complaint,Yes,
INT_0017510,CUST_005429,2023-05-03 09:21:36,Email,Feedback,Yes,9.1
INT_0010109,CUST_001844,2022-03-20 12:07:23,Call Centre,Inquiry,Yes,6.7
INT_0010570,CUST_000851,2020-10-10 08:45:47,Branch,Account Issue,Yes,8.6
INT_0006257,CUST_007755,2019-03-22 21:37:20,Branch,Account Issue,No,8.6
INT_0008488,CUST_008756,2020-06-08 22:31:27,Call Centre,Complaint,Yes,2.7
INT_0006656,CUST_007251,2023-09-06 19:11:38,Email,Account Issue,No,2.1
INT_0002846,CUST_008962,2020-03-27 02:05:36,Branch,Loan Query,Yes,4.2
INT_0010068,CUST_006381,2022-01-03 00:13:36,Call Centre,Complaint,Yes,9.2
INT_0005997,CUST_005921,2020-07-05 00:42:18,,Complaint,Yes,2.8
INT_0012726,CUST_000391,2021-01-07 08:20:28,Email,Complaint,Yes,2.8
INT_0007549,CUST_004952,2024-06-02 21:16:35,,Complaint,Yes,8.7
INT_0003161,CUST_002349,2022-10-02 01:15:03,Branch,Loan Query,Yes,8.2
INT_0001653,CUST_007770,2019-04-29 08:57:35,Chat,Feedback,Yes,1.5
INT_0005219,CUST_000033,2024-04-27 03:46:22,Branch,Loan Query,Yes,3.3
INT_0008931,CUST_005282,,Chat,,Yes,4.0
INT_0012178,CUST_003885,2021-12-07 07:17:21,,Feedback,Yes,
INT_0005053,CUST_003906,2022-06-13 14:03:03,,Account Issue,No,6.1
INT_0014370,CUST_004430,2019-01-09 14:33:14,,Inquiry,Yes,9.2
INT_0001900,CUST_002684,2023-09-23 13:42:13,Email,,Yes,5.4
INT_0002208,CUST_001662,2019-05-30 07:05:20,Branch,Feedback,Yes,5.5
INT_0010102,CUST_003659,2023-09-04 12:53:23,Call Centre,Account Issue,Yes,1.9
INT_0001133,CUST_000313,,Chat,Account Issue,,6.3
INT_0019499,CUST_003771,2018-07-10 19:51:58,Chat,Inquiry,No,1.8
INT_0017670,CUST_000474,2022-10-18 02:47:23,Email,Feedback,Yes,5.2
INT_0012412,CUST_006209,2018-12-14 10:07:06,Email,Inquiry,Yes,
INT_0007486,CUST_000369,2019-12-30 11:46:31,Email,Account Issue,Yes,
INT_0010485,CUST_004543,2020-10-12 11:40:46,Chat,Inquiry,Yes,1.8
INT_0018257,CUST_002025,,Chat,Feedback,,8.0
INT_0000745,CUST_003782,2023-07-10 03:37:27,Branch,,Yes,5.5
INT_0003703,CUST_007376,2022-01-23 05:39:10,,,,9.9
INT_0008768,CUST_009728,2021-02-28 06:24:41,Branch,Loan Query,Yes,3.2
INT_0008518,CUST_002374,2024-08-21 01:09:17,Email,Loan Query,Yes,6.7
INT_0011848,CUST_005002,2023-11-14 23:01:23,Email,Account Issue,,7.2
INT_0011359,CUST_003205,2021-01-11 14:51:42,Chat,Feedback,No,9.3
INT_0017341,CUST_005929,2021-04-11 19:47:31,Branch,Complaint,Yes,2.5
INT_0008953,CUST_006885,2021-04-30 03:40:21,Branch,Feedback,Yes,7.0
INT_0009848,CUST_000086,2018-03-31 11:43:30,Chat,Inquiry,No,7.5
INT_0006427,CUST_005054,,,Feedback,Yes,7.6
INT_0009151,CUST_009628,,Chat,Feedback,,2.1
INT_0007819,CUST_009094,2019-11-23 04:01:28,Call Centre,Account Issue,Yes,9.1
INT_0011743,CUST_004968,2022-03-13 23:11:29,Branch,,,9.1
INT_0005707,CUST_004538,2023-03-10 02:05:28,Branch,Complaint,No,7.6
INT_0001021,CUST_008191,,Call Centre,Account Issue,Yes,
INT_0000708,CUST_007132,2019-11-02 15:44:16,Email,Feedback,No,3.1
INT_0013965,CUST_006718,,Email,Account Issue,Yes,
INT_0011256,CUST_000574,2021-09-22 13:34:48,Branch,Complaint,Yes,5.4
INT_0008870,CUST_009576,2021-08-11 06:52:47,Chat,Inquiry,Yes,4.7
INT_0005929,CUST_004472,,Branch,,Yes,1.6
INT_0010510,CUST_000440,2020-10-20 04:16:23,Chat,Account Issue,Yes,6.8
INT_0012186,CUST_000615,,Branch,Inquiry,No,1.5
INT_0012629,CUST_003709,2023-08-07 15:46:04,,Loan Query,Yes,3.0
INT_0019824,CUST_003072,2024-06-07 14:08:26,Call Centre,Complaint,Yes,7.2
INT_0015821,CUST_001709,2018-07-27 06:24:00,Branch,Loan Query,Yes,4.8
INT_0017959,CUST_003548,2024-05-13 21:40:35,Email,Loan Query,Yes,8.5
INT_0003967,CUST_005677,2024-11-06 20:40:06,Chat,Feedback,,2.7
INT_0004736,CUST_006826,2019-08-16 01:06:12,Branch,Loan Query,Yes,9.8
INT_0007418,CUST_009967,2018-09-25 06:38:11,Branch,Loan Query,No,5.7
INT_0004501,CUST_002634,2021-07-13 16:39:09,Chat,Inquiry,,3.4
INT_0001346,CUST_002755,2018-06-22 08:46:17,,Feedback,Yes,4.2
INT_0007651,CUST_005285,2024-08-07 05:05:41,,Account Issue,,1.1
INT_0019570,CUST_008918,2022-12-13 20:39:18,Email,Loan Query,,3.5
INT_0001384,CUST_006227,,Email,Complaint,Yes,8.0
INT_0007470,CUST_009630,2021-01-02 05:59:17,Email,Account Issue,Yes,8.4
INT_0007115,CUST_001435,2020-04-12 20:41:00,Email,Account Issue,No,2.4
INT_0001822,CUST_000014,2018-02-12 16:25:45,Email,,No,8.8
INT_0006481,CUST_003422,2018-11-15 21:22:36,Call Centre,Feedback,Yes,6.6
INT_0019255,CUST_006591,2022-08-30 06:30:27,Call Centre,Loan Query,No,
INT_0010353,CUST_006682,2019-07-29 11:32:44,Chat,,Yes,3.7
INT_0005687,CUST_008824,2022-07-14 07:55:11,Call Centre,,Yes,
INT_0009981,CUST_004342,2022-05-22 16:50:32,Call Centre,Complaint,Yes,5.1
INT_0002902,CUST_000985,,Branch,,No,4.7
INT_0008942,CUST_005472,2018-09-14 16:05:14,Branch,Loan Query,,7.0
INT_0002669,CUST_008829,2022-08-01 14:13:12,Branch,Complaint,,
INT_0001896,CUST_001204,2018-07-05 07:38:11,Chat,Loan Query,No,2.8
INT_0014587,CUST_005986,2021-07-20 16:08:42,,Account Issue,Yes,4.5
INT_0012011,CUST_003935,2023-02-22 20:02:02,Call Centre,Inquiry,Yes,7.6
INT_0003665,CUST_004763,2020-07-23 14:21:48,Call Centre,,Yes,7.0
INT_0003585,CUST_001357,2023-11-23 17:50:43,Branch,Loan Query,No,3.1
INT_0014565,CUST_006621,,Branch,Inquiry,No,5.6
INT_0019475,CUST_000860,,Chat,Loan Query,Yes,
INT_0010294,CUST_000084,2022-08-22 02:25:16,Chat,Inquiry,Yes,9.4
INT_0003669,CUST_003505,2019-10-28 09:47:30,Email,Inquiry,No,6.2
INT_0014970,CUST_006424,2018-06-21 16:35:27,Chat,Account Issue,Yes,1.7
INT_0005401,CUST_002252,2018-10-24 18:49:52,,Inquiry,Yes,5.8
INT_0016043,CUST_000049,2018-05-28 09:37:31,,Feedback,Yes,2.1
INT_0006459,CUST_001279,2024-12-28 17:24:02,Branch,Loan Query,Yes,
INT_0010317,CUST_007130,,Email,Account Issue,Yes,9.5
INT_0000676,CUST_001388,2020-01-11 19:52:10,Email,,Yes,7.0
INT_0012975,CUST_007026,2018-03-17 06:48:36,Email,Account Issue,,1.4
INT_0002501,CUST_009196,2021-03-20 18:45:51,Chat,Inquiry,Yes,8.7
INT_0016504,CUST_007693,,Branch,Loan Query,,2.1
INT_0003022,CUST_004266,2018-11-20 04:30:15,Branch,Account Issue,Yes,4.4
INT_0004953,CUST_008874,2024-07-14 13:16:24,Branch,Account Issue,No,3.4
INT_0009076,CUST_006996,2019-10-04 04:18:13,Call Centre,Inquiry,Yes,
INT_0010953,CUST_000319,2018-12-07 00:20:11,,Account Issue,Yes,9.5
INT_0004458,CUST_007684,2024-02-09 23:31:37,Email,Loan Query,,
INT_0007743,CUST_006213,2021-10-19 23:55:05,Chat,,Yes,
INT_0007983,CUST_009378,,Email,Inquiry,Yes,
INT_0018879,CUST_002348,,Call Centre,Feedback,Yes,
INT_0012124,CUST_000984,2020-07-11 04:04:17,Email,Feedback,Yes,
INT_0007435,CUST_005866,2024-04-03 04:42:11,Email,,Yes,4.8
INT_0019215,CUST_001361,,,Complaint,Yes,7.1
INT_0011392,CUST_002225,2024-05-22 16:13:39,Branch,Loan Query,Yes,
INT_0014410,CUST_003876,2019-01-23 18:49:55,Email,Complaint,Yes,9.2
INT_0013074,CUST_004297,2021-05-24 16:19:01,Chat,Inquiry,Yes,8.4
INT_0001515,CUST_004800,2023-03-15 05:56:12,Email,Complaint,,1.9
INT_0014751,CUST_000004,,,,Yes,
INT_0008480,CUST_005701,2019-11-22 16:44:17,Email,Inquiry,Yes,8.1
INT_0010507,CUST_008117,,Branch,Feedback,No,1.1
INT_0014052,CUST_008617,,Call Centre,,Yes,8.7
INT_0011702,CUST_003184,,Branch,,,3.4
INT_0010842,CUST_001224,2023-02-19 15:14:19,Branch,Loan Query,Yes,1.6
INT_0011804,CUST_002523,2024-04-11 19:38:18,Email,Feedback,Yes,
INT_0008587,CUST_009923,2019-04-28 21:54:39,Chat,Feedback,Yes,7.0
INT_0010595,CUST_005262,2021-08-08 11:58:32,Chat,Feedback,Yes,1.1
INT_0006583,CUST_009010,2023-01-22 21:52:55,Branch,Complaint,No,9.1
INT_0000096,CUST_008055,2018-04-29 21:52:35,Chat,Inquiry,No,1.4
INT_0006791,CUST_004349,2018-11-13 21:07:00,,,,8.3
INT_0008159,CUST_006222,2024-01-05 10:10:39,Branch,Account Issue,Yes,5.1
INT_0015577,CUST_003677,2018-06-15 19:56:39,Branch,Complaint,Yes,5.1
INT_0004904,CUST_001207,2023-05-15 16:26:38,Chat,Inquiry,No,3.0
INT_0010053,CUST_006417,2020-08-27 08:24:55,Email,,Yes,9.9
INT_0009103,CUST_002981,,Chat,Complaint,Yes,
INT_0003393,CUST_000682,2020-04-22 04:27:44,Email,,,1.3
INT_0017984,CUST_000953,2023-11-08 17:58:39,Branch,Account Issue,No,7.5
INT_0005822,CUST_007459,2019-03-24 12:37:42,Call Centre,Feedback,Yes,
INT_0015664,CUST_006763,2022-07-30 17:52:37,Email,Inquiry,Yes,2.2
INT_0001830,CUST_003091,,Branch,Feedback,Yes,7.7
INT_0013657,CUST_004695,2022-02-05 22:59:03,Chat,,Yes,1.9
INT_0011514,CUST_004456,2019-12-23 04:28:46,Call Centre,Loan Query,Yes,4.7
INT_0009277,CUST_001966,,Chat,Feedback,No,3.9
INT_0013959,CUST_001452,2022-09-18 03:42:46,Chat,Complaint,Yes,8.3
INT_0009529,CUST_003850,2022-12-06 21:55:19,Email,Inquiry,No,
INT_0001172,CUST_006410,2019-01-31 07:32:27,Chat,Inquiry,Yes,4.0
INT_0011116,CUST_005756,,,,Yes,3.0
INT_0000296,CUST_009601,2018-01-24 10:57:16,Branch,Feedback,Yes,
INT_0015062,CUST_004119,2023-02-09 19:55:30,Call Centre,,No,
INT_0011008,CUST_002137,2020-01-17 01:36:05,Branch,,Yes,4.5
INT_0006047,CUST_002994,,Email,Loan Query,Yes,4.7
INT_0014709,CUST_003744,2019-03-21 17:59:51,,,Yes,
INT_0019235,CUST_006678,,Branch,,Yes,8.6
INT_0011478,CUST_008413,,Call Centre,Feedback,Yes,9.3
INT_0005379,CUST_004192,2018-10-02 22:49:06,Email,Loan Query,Yes,4.0
INT_0012763,CUST_007884,,Chat,Inquiry,Yes,7.8
INT_0008973,CUST_003039,2023-05-03 17:41:52,Branch,,No,1.1
INT_0016635,CUST_003083,2019-10-22 12:41:07,Call Centre,Complaint,No,
INT_0015858,CUST_003111,2024-09-14 18:10:24,Email,Feedback,Yes,8.5
INT_0001985,CUST_007017,2021-04-05 09:52:05,Email,Account Issue,Yes,6.1
INT_0019103,CUST_003686,2021-05-11 07:31:17,Email,,,9.5
INT_0000229,CUST_007218,,Chat,Complaint,No,
INT_0004119,CUST_004118,2023-12-17 09:54:41,Chat,Complaint,Yes,
INT_0004253,CUST_009007,2018-08-07 00:26:59,Email,Account Issue,No,4.2
INT_0001090,CUST_005016,,,Complaint,Yes,6.3
INT_0002135,CUST_001782,,Chat,Feedback,Yes,
INT_0011003,CUST_005198,2019-01-05 04:51:11,Branch,Loan Query,Yes,3.3
INT_0003069,CUST_002992,2018-07-12 20:10:30,Email,Loan Query,,2.4
INT_0012265,CUST_007426,,Call Centre,Complaint,,7.8
INT_0017292,CUST_003635,2018-07-19 22:03:37,Call Centre,Inquiry,No,7.1
INT_0018313,CUST_007799,,,Complaint,Yes,8.1
INT_0016965,CUST_001525,,Chat,Loan Query,,8.2
INT_0015117,CUST_005633,,Email,Inquiry,Yes,4.8
INT_0003269,CUST_001077,2020-07-18 10:59:45,Branch,Inquiry,No,1.7
INT_0016170,CUST_008280,2021-09-18 07:02:31,,Complaint,,9.9
INT_0003070,CUST_003027,2020-08-19 03:38:29,Branch,Complaint,Yes,4.8
INT_0009649,CUST_001667,2019-09-08 02:01:04,Chat,Inquiry,,3.2
INT_0006723,CUST_000853,2022-07-06 19:59:50,Email,Inquiry,No,4.7
INT_0008801,CUST_000527,2020-04-22 03:23:02,Email,Complaint,Yes,3.9
INT_0001553,CUST_006805,2022-06-10 21:27:44,Chat,Inquiry,No,10.0
INT_0000630,CUST_008009,2023-02-09 12:31:39,,Complaint,,3.4
INT_0007761,CUST_009039,2020-02-16 22:12:39,Branch,,Yes,9.3
INT_0018107,CUST_001433,2018-05-01 06:57:17,Chat,Complaint,Yes,8.2
INT_0018192,CUST_006417,,Call Centre,Account Issue,Yes,
INT_0014893,CUST_002561,2023-04-09 04:01:57,Call Centre,Inquiry,Yes,9.0
INT_0015601,CUST_003148,2021-06-01 10:30:45,,Inquiry,Yes,6.6
INT_0010720,CUST_008195,2023-06-28 23:35:21,Branch,Account Issue,Yes,5.5
INT_0014315,CUST_002157,,Call Centre,Account Issue,Yes,6.5
INT_0018363,CUST_009582,2022-12-03 17:58:09,Email,Account Issue,Yes,
INT_0000711,CUST_003615,2024-11-23 12:36:07,Email,,Yes,
INT_0005003,CUST_001193,,Chat,Account Issue,No,2.8
INT_0002149,CUST_001432,,Chat,,No,7.8
INT_0015822,CUST_005475,2022-04-16 09:52:09,Chat,,No,2.2
INT_0016747,CUST_000013,2023-08-09 16:55:54,Call Centre,Complaint,Yes,5.7
INT_0019869,CUST_006345,2019-07-25 11:48:56,Call Centre,Inquiry,Yes,1.2
INT_0011910,CUST_006614,2019-11-27 17:41:17,Branch,Feedback,,6.0
INT_0018661,CUST_004863,2021-01-27 10:56:03,Call Centre,Complaint,,8.5
INT_0002665,CUST_001563,2024-05-16 02:37:37,Email,Feedback,Yes,4.4
INT_0003449,CUST_006737,2024-04-05 00:14:49,Call Centre,Account Issue,No,
INT_0019906,CUST_009593,2020-04-24 04:20:42,Chat,Account Issue,Yes,9.2
INT_0013162,CUST_001617,,Branch,Feedback,Yes,2.2
INT_0004845,CUST_000084,2020-09-02 11:33:59,Branch,Complaint,No,3.5
INT_0017996,CUST_009386,2019-12-20 01:18:33,Email,Inquiry,No,5.4
INT_0001368,CUST_007802,,,Account Issue,,5.4
INT_0008028,CUST_002577,2019-05-18 01:48:53,Branch,Complaint,Yes,
INT_0018097,CUST_002922,2021-04-24 15:50:51,Branch,,Yes,3.9
INT_0000237,CUST_009816,2020-03-01 11:18:30,Email,Feedback,No,
INT_0013174,CUST_008853,2023-08-14 22:52:25,Call Centre,Account Issue,Yes,
INT_0015717,CUST_008344,2018-07-26 04:19:12,Branch,Loan Query,Yes,3.9
INT_0018494,CUST_001942,2018-03-23 10:13:18,,,,5.8
INT_0000447,CUST_002514,2022-05-04 03:43:42,Branch,Feedback,Yes,1.4
INT_0012448,CUST_005928,2018-03-20 21:11:42,,Loan Query,Yes,9.5
INT_0005371,CUST_003975,2024-02-01 10:19:57,Branch,Account Issue,Yes,6.7
INT_0008328,CUST_007129,2020-03-17 12:09:02,Call Centre,Feedback,Yes,3.8
INT_0012055,CUST_005315,2019-02-24 02:00:21,Chat,Complaint,Yes,7.4
INT_0013780,CUST_003838,2020-12-22 15:49:47,Call Centre,Feedback,Yes,4.1
INT_0016378,CUST_009542,,Chat,Account Issue,Yes,4.0
INT_0016540,CUST_008206,2019-11-19 05:24:08,Email,Inquiry,Yes,9.6
INT_0004309,CUST_004429,2022-08-06 00:35:40,Email,Inquiry,Yes,2.0
INT_0001482,CUST_009611,2023-03-07 20:33:12,Email,Inquiry,Yes,3.7
INT_0016045,CUST_000044,2022-12-30 06:08:44,,,Yes,5.2
INT_0011772,CUST_000053,2020-04-03 06:27:59,,Inquiry,Yes,9.4
INT_0005969,CUST_003317,2018-09-22 11:11:53,Branch,Complaint,Yes,3.8
INT_0016848,CUST_008818,2022-07-11 01:00:20,,Complaint,Yes,
INT_0011465,CUST_005215,2018-04-11 04:37:59,Email,Account Issue,Yes,5.3
INT_0008823,CUST_005853,2020-01-15 17:42:05,,Inquiry,,3.7
INT_0002586,CUST_005628,2024-11-10 20:47:28,Chat,Account Issue,Yes,1.6
INT_0015782,CUST_000206,2022-01-25 01:00:18,Call Centre,Account Issue,,7.0
INT_0003723,CUST_005402,2018-03-06 16:43:00,Branch,Complaint,,3.9
INT_0013863,CUST_007152,2021-09-27 21:45:33,,Inquiry,Yes,5.1
INT_0005720,CUST_004094,2024-07-20 06:30:48,Email,Inquiry,,
INT_0010079,CUST_006543,2024-12-18 19:18:41,Chat,Inquiry,Yes,
INT_0005131,CUST_002320,2020-07-27 04:03:25,Branch,,Yes,8.1
INT_0007720,CUST_006785,2020-07-05 23:37:04,Branch,Complaint,,1.6
INT_0014681,CUST_009411,2023-04-27 09:25:03,Chat,Inquiry,No,5.5
INT_0005069,CUST_008091,2020-08-04 04:44:15,Branch,Feedback,No,5.1
INT_0014258,CUST_009078,2022-08-31 21:46:21,Branch,Account Issue,Yes,8.6
INT_0010496,CUST_001595,2019-04-06 08:23:53,Call Centre,Inquiry,No,4.0
INT_0004429,CUST_006573,2022-02-23 13:38:37,Call Centre,Loan Query,Yes,
INT_0005739,CUST_001160,2024-12-05 23:14:18,Chat,Feedback,,
INT_0008644,CUST_008254,2018-08-20 21:49:40,Call Centre,Inquiry,Yes,7.9
INT_0006414,CUST_006667,2018-11-13 05:02:39,Branch,Account Issue,Yes,
INT_0012068,CUST_003178,2024-01-06 16:29:51,Email,Feedback,No,9.6
INT_0011929,CUST_001669,2019-08-14 11:20:14,Email,Complaint,Yes,4.0
INT_0009258,CUST_008294,2019-01-10 20:06:44,Call Centre,Complaint,Yes,9.9
INT_0011555,CUST_009530,2024-02-14 18:52:14,Chat,Complaint,,5.0
INT_0001186,CUST_007125,2022-06-26 02:43:51,Call Centre,Loan Query,Yes,3.5
INT_0019446,CUST_009323,2023-11-25 03:42:51,Call Centre,Complaint,Yes,2.0
INT_0009206,CUST_003532,2022-02-28 06:04:22,Chat,Feedback,Yes,
INT_0006956,CUST_000872,2024-06-21 00:58:26,Branch,Feedback,Yes,5.9
INT_0010390,CUST_007064,,,Feedback,No,5.2
INT_0016366,CUST_003102,2024-09-27 17:21:49,Chat,Loan Query,Yes,1.3
