account_id,customer_id,account_type,balance,status,open_date,close_date,product_count
ACC_0009465,CUST_004829,,56250.73,,2019-05-14 22:12:00,,3.0
ACC_0009984,CUST_003768,Current,116151.72,Active,2016-03-06 17:38:13,,2.0
ACC_0014810,CUST_009510,Savings,95857.68,Active,2021-11-23 01:53:29,,4.0
ACC_0001719,CUST_008616,Loan,16051.56,Active,2016-04-09 03:48:01,,1.0
ACC_0005423,CUST_005470,,90473.3,Active,2019-04-12 08:06:44,,4.0
ACC_0001502,CUST_000273,Fixed Deposit,34634.49,Active,2018-10-23 11:12:32,,1.0
ACC_0005838,CUST_006586,Savings,85940.41,Active,2015-11-24 17:06:23,,2.0
ACC_0008895,CUST_004420,Current,132383.06,Active,,,2.0
ACC_0014611,CUST_003337,,15306.19,Dormant,2022-09-24 10:24:35,,4.0
ACC_0000059,CUST_001629,Fixed Deposit,,,2016-04-02 16:06:15,,1.0
ACC_0006039,CUST_004685,Fixed Deposit,,Active,2023-03-05 06:58:05,,3.0
ACC_0007818,CUST_001978,Savings,47365.99,Active,2017-03-10 00:42:01,,2.0
ACC_0010612,CUST_009014,Fixed Deposit,4960.08,Active,2021-08-29 14:03:44,,
ACC_0003114,CUST_005653,Current,58910.21,,,,2.0
ACC_0003170,CUST_003820,Savings,119024.44,Closed,,,4.0
ACC_0010465,CUST_000048,Fixed Deposit,143296.47,Closed,2020-10-01 23:11:02,2022-02-15 23:11:02,3.0
ACC_0001712,CUST_007476,Fixed Deposit,32336.25,Active,2018-07-01 14:21:30,,4.0
ACC_0006523,CUST_009451,Current,98711.95,Active,2015-04-18 11:55:00,,
ACC_0014743,CUST_003982,Savings,11111.73,Dormant,2019-05-09 14:01:15,,4.0
ACC_0001169,CUST_007473,Fixed Deposit,64493.46,Closed,,2018-04-27 08:46:01,3.0
ACC_0013829,CUST_000415,Savings,146825.93,Active,2018-04-22 00:05:00,,2.0
ACC_0014987,CUST_001495,Loan,87050.41,Active,2020-02-14 23:48:19,,3.0
ACC_0008051,CUST_002737,,114203.27,Closed,2016-08-08 13:04:30,2017-10-13 13:04:30,4.0
ACC_0000720,CUST_000286,Fixed Deposit,127653.62,,2016-12-02 14:32:58,2019-12-04 14:32:58,2.0
ACC_0002148,CUST_005055,Loan,114085.73,,,,3.0
ACC_0010273,CUST_008169,Current,110275.8,Closed,2020-09-27 01:15:33,2020-12-10 01:15:33,3.0
ACC_0007686,CUST_002025,,28225.0,Active,,,4.0
ACC_0003559,CUST_005056,Fixed Deposit,70978.08,Active,2015-08-24 14:01:11,,4.0
ACC_0003170,CUST_003820,Savings,119024.44,Closed,,,4.0
ACC_0003976,CUST_004857,Loan,11064.72,Active,2015-04-15 02:01:14,,4.0
ACC_0002629,CUST_007347,,27906.87,Active,2020-11-14 21:13:36,,3.0
ACC_0011084,CUST_006628,,95672.35,Active,2015-03-01 04:07:32,,3.0
ACC_0000161,CUST_007739,,25402.69,Active,2019-03-20 03:01:47,,2.0
ACC_0014778,CUST_004328,,,Active,2019-10-20 19:57:53,,1.0
ACC_0009326,CUST_001547,Fixed Deposit,72422.71,,2020-12-08 07:13:07,,
ACC_0009246,CUST_008651,Savings,,Active,2016-02-26 13:56:47,,2.0
ACC_0001485,CUST_006157,Current,132449.61,,,,1.0
ACC_0007741,CUST_008512,Fixed Deposit,134386.27,Active,2022-09-03 05:52:57,,2.0
ACC_0013239,CUST_003770,,,Active,2017-04-26 06:38:31,,2.0
ACC_0011223,CUST_002818,Fixed Deposit,,Active,2022-06-08 01:11:38,,2.0
ACC_0014408,CUST_000708,Fixed Deposit,,Active,2019-03-11 00:11:17,,4.0
ACC_0003214,CUST_004752,Current,148139.15,Active,2018-08-20 00:25:32,,4.0
ACC_0004259,CUST_006507,Savings,105015.83,,,,2.0
ACC_0011700,CUST_006871,Fixed Deposit,89127.11,Active,,,1.0
ACC_0011622,CUST_003424,,,Active,2017-12-15 17:35:04,,3.0
ACC_0002432,CUST_004104,Loan,103502.26,Active,2018-05-22 04:45:19,,4.0
ACC_0006633,CUST_007128,Savings,105554.7,,2020-11-04 22:11:33,,2.0
ACC_0003767,CUST_009782,,91827.75,,2021-12-23 06:11:43,,1.0
ACC_0001380,CUST_002024,,16975.85,Active,2019-12-08 20:55:43,,3.0
ACC_0013155,CUST_005891,Savings,117408.33,Active,2021-03-23 18:24:57,,4.0
ACC_0002396,CUST_003742,Savings,112082.92,Active,,,3.0
ACC_0009745,CUST_006583,Fixed Deposit,2174.26,Active,2023-06-10 12:30:02,,2.0
ACC_0007631,CUST_004333,Fixed Deposit,120902.53,Closed,2020-07-21 23:53:04,2021-08-21 23:53:04,2.0
ACC_0002163,CUST_008962,,105006.66,Active,2016-03-05 05:16:34,,2.0
ACC_0002682,CUST_007493,,23971.65,Active,2020-09-05 16:21:00,,1.0
ACC_0014840,CUST_005725,Current,98548.74,Active,2015-12-23 10:52:40,,4.0
ACC_0006491,CUST_006113,Current,629.23,Dormant,2020-04-03 17:33:53,,4.0
ACC_0012461,CUST_006046,Fixed Deposit,134789.52,Closed,2020-09-30 22:23:24,,
ACC_0002481,CUST_004716,,22670.18,Active,2023-02-16 22:12:47,,
ACC_0002630,CUST_000042,,,Closed,2022-06-17 09:21:49,,2.0
ACC_0008919,CUST_001441,,,Closed,2016-10-22 13:11:04,,4.0
ACC_0009213,CUST_008636,Fixed Deposit,130115.15,Active,2021-02-04 13:47:23,,
ACC_0014768,CUST_007778,Fixed Deposit,96140.9,Active,2018-01-17 06:19:59,,4.0
ACC_0006652,CUST_008761,Fixed Deposit,117917.29,,2015-08-02 06:09:43,,
ACC_0008785,CUST_006885,Savings,87161.68,,2016-05-02 22:55:39,,
ACC_0001540,CUST_005089,,134568.27,Active,,,2.0
ACC_0009653,CUST_007931,Fixed Deposit,5325.39,Active,2016-03-28 20:20:52,,3.0
ACC_0005068,CUST_009394,Savings,63363.69,Active,2017-11-20 10:09:55,,1.0
ACC_0004064,CUST_003220,Loan,22042.23,Closed,2017-11-24 18:55:13,2019-10-03 18:55:13,4.0
ACC_0013683,CUST_000909,,145464.85,Active,2019-03-22 17:42:36,,2.0
ACC_0002703,CUST_006330,Fixed Deposit,108519.43,Active,2018-10-15 17:48:09,,1.0
ACC_0012243,CUST_009876,Loan,14479.3,Active,2019-03-18 08:28:31,,2.0
ACC_0002563,CUST_005754,,110870.6,,,,2.0
ACC_0002064,CUST_003140,Fixed Deposit,66783.05,,2018-02-21 22:12:13,,2.0
ACC_0004989,CUST_009675,Fixed Deposit,88134.68,Closed,2019-09-14 14:08:46,2020-09-01 14:08:46,2.0
ACC_0006912,CUST_003571,Savings,22919.21,Active,2018-01-15 21:08:57,,2.0
ACC_0004035,CUST_003372,Current,58571.31,Dormant,2015-07-14 23:00:16,,1.0
ACC_0008403,CUST_000640,Savings,76990.13,Closed,2016-01-23 12:37:44,2019-03-15 12:37:44,
ACC_0002696,CUST_007050,Current,66465.73,Active,2020-12-31 00:17:37,,
ACC_0011375,CUST_009102,Current,109472.61,Active,2017-07-12 08:54:10,,4.0
ACC_0002180,CUST_000837,Fixed Deposit,62218.53,Active,2016-10-07 07:23:48,,2.0
ACC_0007564,CUST_002872,Current,,,2015-07-22 03:51:13,,4.0
ACC_0005144,CUST_003767,Current,134666.88,Active,2018-09-12 07:59:48,,1.0
ACC_0000789,CUST_005145,,111086.8,Active,2020-01-15 09:40:42,,4.0
ACC_0002128,CUST_004285,,22980.9,Active,2015-09-05 03:50:18,,3.0
ACC_0006937,CUST_009120,Loan,,Active,2020-02-26 05:20:45,,
ACC_0007270,CUST_009318,,99851.91,Active,2016-10-10 18:50:08,,1.0
ACC_0003015,CUST_009626,Current,78274.01,Dormant,2017-06-13 08:41:42,,4.0
ACC_0008119,CUST_004631,Current,82490.77,Closed,,2017-08-10 07:55:43,2.0
ACC_0001821,CUST_006549,Current,137310.79,,2019-03-14 09:23:39,,
ACC_0002649,CUST_001237,Loan,23683.81,Active,2017-08-29 01:43:05,,1.0
ACC_0014261,CUST_001985,Fixed Deposit,72644.51,Active,2016-03-17 06:50:13,,3.0
ACC_0011764,CUST_008378,Savings,23595.9,,2022-04-09 00:33:07,,2.0
ACC_0012342,CUST_002046,Current,128880.62,Active,2020-02-03 23:56:47,,3.0
ACC_0014477,CUST_001044,Savings,107787.01,Active,2021-06-02 09:18:21,,4.0
ACC_0003230,CUST_007367,Savings,111487.8,Active,2023-05-26 13:15:24,,4.0
ACC_0012941,CUST_000614,Savings,17463.13,Active,2020-02-28 23:18:19,,
ACC_0002865,CUST_004675,Loan,86562.65,Dormant,2016-02-01 20:52:22,,2.0
ACC_0003816,CUST_009554,Loan,67764.6,Closed,2015-02-15 11:12:14,2016-06-16 11:12:14,2.0
ACC_0003628,CUST_006547,Loan,19098.78,Closed,,2021-11-07 16:24:21,3.0
ACC_0010528,CUST_009312,Fixed Deposit,137738.63,Dormant,2023-03-15 22:42:43,,4.0
ACC_0009285,CUST_007381,Current,108170.71,Active,2021-08-01 02:22:25,,1.0
ACC_0002704,CUST_002594,Current,128177.82,Closed,2019-08-18 02:50:03,2021-05-30 02:50:03,3.0
ACC_0013759,CUST_005315,Savings,8447.71,Active,2015-10-17 19:08:38,,2.0
ACC_0005560,CUST_004445,Savings,,Dormant,2018-10-10 04:10:11,,
ACC_0011286,CUST_006276,,93220.91,Active,,,3.0
ACC_0005386,CUST_002348,Savings,128688.15,Active,2021-04-20 02:33:57,,1.0
ACC_0008077,CUST_002641,Fixed Deposit,6647.03,,2020-06-28 09:47:48,,4.0
ACC_0000651,CUST_001681,,47935.24,Active,2019-03-19 10:12:43,,4.0
ACC_0010428,CUST_002777,,108538.22,Active,2019-01-14 16:55:40,,3.0
ACC_0006792,CUST_001105,Loan,,Active,2019-08-10 23:04:54,,
ACC_0009271,CUST_009328,Savings,143016.77,Closed,2022-12-29 13:32:36,2023-05-17 13:32:36,2.0
ACC_0007513,CUST_002099,Loan,2679.74,Active,2020-11-09 08:42:35,,1.0
ACC_0000158,CUST_006288,Current,36104.23,Active,,,1.0
ACC_0005888,CUST_003034,,134053.42,Closed,2019-09-12 20:05:05,2021-07-20 20:05:05,1.0
ACC_0011061,CUST_007636,Current,35656.72,Active,2023-02-20 05:08:26,,2.0
ACC_0006588,CUST_001715,Fixed Deposit,28536.72,Active,2015-02-12 09:51:20,,1.0
ACC_0010249,CUST_001762,,105728.0,Closed,2018-10-05 02:23:51,2019-01-08 02:23:51,
ACC_0013314,CUST_006876,Savings,46543.47,Active,2022-04-14 21:56:53,,4.0
ACC_0012163,CUST_002521,Current,78962.05,Active,2021-11-15 11:31:02,,1.0
ACC_0011855,CUST_001623,Savings,43000.76,Active,2021-03-12 04:12:43,,2.0
ACC_0005671,CUST_000218,Savings,92838.17,Active,2020-11-25 16:41:03,,
ACC_0008464,CUST_000703,,17562.72,Dormant,2019-08-02 07:15:52,,1.0
ACC_0002302,CUST_000066,Fixed Deposit,67478.73,Active,2018-11-18 11:22:18,,
ACC_0006616,CUST_000314,Savings,132554.85,Active,2020-08-13 17:52:41,,2.0
ACC_0005521,CUST_005816,Current,39055.06,Active,2016-01-09 14:51:11,,2.0
ACC_0013944,CUST_000996,Savings,38538.26,Active,2022-09-20 11:40:36,,2.0
ACC_0014677,CUST_007125,Current,26503.0,Closed,2020-01-14 18:40:27,2020-02-23 18:40:27,1.0
ACC_0000432,CUST_000618,Current,109306.34,Active,,,2.0
ACC_0013420,CUST_005356,Current,131319.21,Closed,,2017-05-31 09:28:19,1.0
ACC_0012406,CUST_000625,Loan,12560.94,Active,2015-01-24 06:38:00,,4.0
ACC_0005316,CUST_001273,Savings,58033.73,Dormant,2016-07-09 00:47:28,,1.0
ACC_0003437,CUST_009225,Current,112210.68,Closed,2018-04-10 22:19:52,2019-01-26 22:19:52,3.0
ACC_0001696,CUST_002036,Loan,126394.89,Closed,2019-11-11 23:37:38,2022-03-02 23:37:38,4.0
ACC_0005478,CUST_002713,Loan,32287.1,Active,2020-11-08 01:55:37,,4.0
ACC_0000109,CUST_004528,Fixed Deposit,119739.78,Dormant,2020-05-01 18:25:11,,2.0
ACC_0013085,CUST_009399,,138233.08,Active,2017-03-04 11:59:27,,3.0
ACC_0002913,CUST_006834,Savings,,,2015-05-06 23:54:27,,
ACC_0009970,CUST_001106,Current,37522.81,Active,,,2.0
ACC_0003254,CUST_007392,Savings,77372.69,Active,2018-12-23 21:38:36,,
ACC_0005854,CUST_009707,,95653.37,Active,2016-12-19 10:19:13,,3.0
ACC_0004526,CUST_004811,,122645.42,Active,2018-01-17 04:45:16,,1.0
ACC_0014472,CUST_002067,Loan,27663.51,Closed,2023-03-30 01:35:31,2024-06-20 01:35:31,1.0
ACC_0005156,CUST_002802,,116676.49,Active,,,4.0
ACC_0013652,CUST_002209,Loan,20885.41,Dormant,2016-01-29 06:41:37,,4.0
ACC_0007774,CUST_006893,Loan,,Active,2017-05-28 18:39:36,,1.0
ACC_0003533,CUST_007732,Fixed Deposit,20998.55,Active,2016-06-07 14:08:25,,3.0
ACC_0003643,CUST_004398,Loan,103047.82,Active,,,3.0
ACC_0001923,CUST_000459,Current,34831.04,Closed,2022-01-28 21:57:43,,4.0
ACC_0012272,CUST_005282,,70325.82,Closed,2015-08-07 21:49:37,,1.0
ACC_0005893,CUST_006405,Loan,11362.22,Active,2018-11-01 19:58:14,,4.0
ACC_0001995,CUST_001555,Fixed Deposit,51689.59,Active,2019-08-16 15:59:53,,3.0
ACC_0014315,CUST_000452,Fixed Deposit,,,2015-11-20 16:51:08,,4.0
ACC_0003920,CUST_001134,Savings,65172.12,Active,2021-03-28 07:45:53,,4.0
ACC_0001874,CUST_002122,Fixed Deposit,108655.62,Active,2022-12-13 00:38:41,,3.0
ACC_0005704,CUST_008127,Current,82543.49,Active,2018-07-03 09:18:08,,
ACC_0000933,CUST_002411,,,Active,2018-05-20 03:46:26,,1.0
ACC_0004077,CUST_004720,Savings,,Active,,,2.0
ACC_0013334,CUST_003340,Savings,57280.25,Closed,2015-04-28 07:06:43,2017-01-15 07:06:43,3.0
ACC_0000273,CUST_005361,Current,147720.62,Closed,2020-02-18 17:14:49,,3.0
ACC_0008724,CUST_008919,,84606.71,Closed,2021-02-20 20:24:44,2021-11-04 20:24:44,2.0
ACC_0011654,CUST_002944,Current,46848.02,,2017-11-24 20:39:59,,2.0
ACC_0006950,CUST_006678,Current,138381.62,Active,,,4.0
ACC_0004909,CUST_001738,Fixed Deposit,80269.88,Closed,2018-08-02 10:52:35,2021-02-26 10:52:35,
ACC_0009333,CUST_007242,Current,82548.24,,2023-06-12 16:19:33,,4.0
ACC_0005728,CUST_001074,Fixed Deposit,,,2017-06-02 00:53:00,,1.0
ACC_0006433,CUST_009876,,101216.12,Dormant,,,3.0
ACC_0002310,CUST_000809,Savings,120418.4,Active,2022-09-13 03:41:19,,3.0
ACC_0012192,CUST_009379,Savings,94967.51,Active,2017-10-16 15:55:29,,2.0
ACC_0003406,CUST_003201,Fixed Deposit,87057.68,,2018-04-02 03:35:06,,1.0
ACC_0003166,CUST_002380,Current,146193.01,,2020-01-27 04:25:50,2020-06-05 04:25:50,
ACC_0014216,CUST_003842,,12625.47,Closed,2021-03-19 23:09:26,,4.0
ACC_0002107,CUST_007633,Savings,122736.08,Closed,,2023-03-04 20:37:14,
ACC_0014880,CUST_000273,Fixed Deposit,101696.81,,2020-04-08 03:55:12,,3.0
ACC_0002586,CUST_006463,Fixed Deposit,68904.2,,2018-03-02 02:08:46,2021-06-13 02:08:46,2.0
ACC_0007630,CUST_001126,,,Active,2016-09-28 17:13:37,,1.0
ACC_0005143,CUST_003008,Current,113400.48,Dormant,2021-11-17 13:41:37,,4.0
ACC_0014729,CUST_003599,Current,124585.0,Dormant,2015-05-15 20:58:02,,2.0
ACC_0007299,CUST_003572,Loan,63391.81,Closed,2019-10-07 18:51:11,2022-04-10 18:51:11,2.0
ACC_0013097,CUST_001749,Fixed Deposit,,Active,2023-05-24 03:07:22,,3.0
ACC_0013370,CUST_002636,Fixed Deposit,38222.73,Active,2020-10-18 06:34:35,,1.0
ACC_0001899,CUST_001355,Current,77191.65,Active,2022-08-18 09:41:53,,2.0
ACC_0001354,CUST_009060,Fixed Deposit,22813.59,Active,2018-01-20 15:15:37,,1.0
ACC_0001339,CUST_001436,Savings,3602.27,Active,2017-12-02 02:45:40,,4.0
ACC_0001438,CUST_007738,Savings,30420.72,Active,2022-06-06 05:52:18,,1.0
ACC_0011411,CUST_000888,Loan,132699.43,,2023-04-16 15:58:42,2024-12-31 00:00:00,1.0
ACC_0001855,CUST_007164,Savings,90214.3,Active,,,2.0
ACC_0002200,CUST_006352,Fixed Deposit,44118.3,Active,,,1.0
ACC_0006264,CUST_003618,Fixed Deposit,62555.99,Active,2021-03-14 05:37:39,,4.0
ACC_0007003,CUST_004672,Current,101533.0,Closed,2015-04-18 02:43:36,2018-03-16 02:43:36,
ACC_0008702,CUST_002462,Loan,29070.61,,2021-11-06 13:50:00,,2.0
ACC_0013158,CUST_006788,Loan,97135.36,Active,2019-04-20 08:26:26,,3.0
ACC_0001498,CUST_006892,,,Active,2015-07-12 16:52:14,,1.0
ACC_0003791,CUST_007133,Loan,8324.01,,,,1.0
ACC_0005421,CUST_008050,Savings,,,2021-04-22 16:58:29,,3.0
ACC_0003223,CUST_003385,Loan,22471.15,Closed,2017-08-18 18:51:32,,4.0
ACC_0007041,CUST_001747,Fixed Deposit,109068.87,Closed,2020-05-10 18:53:44,2022-09-18 18:53:44,4.0
ACC_0007344,CUST_004378,Fixed Deposit,118038.26,Active,2020-02-28 09:15:38,,3.0
ACC_0003415,CUST_000284,,,Active,2018-08-25 14:33:19,,3.0
ACC_0000201,CUST_003346,Savings,9930.85,Closed,2016-09-26 10:37:53,2017-11-30 10:37:53,3.0
ACC_0011210,CUST_000428,,124972.74,Closed,2017-02-08 17:52:32,2019-05-11 17:52:32,4.0
ACC_0010821,CUST_009490,Fixed Deposit,8393.11,Closed,2017-06-09 10:04:18,,1.0
ACC_0002321,CUST_007966,Current,87772.86,Active,2019-10-30 08:52:02,,3.0
ACC_0004763,CUST_002306,Fixed Deposit,132219.58,,2023-04-28 21:40:16,,
ACC_0007629,CUST_005796,Loan,63861.46,Closed,2022-02-03 10:27:24,2024-06-21 10:27:24,4.0
ACC_0014032,CUST_003472,Loan,35407.09,,2017-07-28 23:52:34,,3.0
ACC_0014402,CUST_008627,Savings,5436.39,,2020-08-27 21:34:13,,2.0
ACC_0009505,CUST_008378,Fixed Deposit,117777.88,Closed,2016-04-28 16:28:13,2018-05-10 16:28:13,4.0
ACC_0005135,CUST_009763,Current,91171.84,Closed,2015-02-01 19:36:30,2016-05-18 19:36:30,4.0
ACC_0005586,CUST_008016,Savings,78891.48,Active,2016-04-20 14:27:18,,3.0
ACC_0005205,CUST_008849,Fixed Deposit,102039.34,Active,2016-11-02 18:40:16,,
ACC_0004083,CUST_008747,Loan,6346.42,Closed,2020-01-04 18:57:05,2020-11-04 18:57:05,4.0
ACC_0013400,CUST_009597,Loan,34652.86,Closed,2015-12-09 18:03:16,,2.0
ACC_0001430,CUST_002554,Current,85522.02,Closed,2017-11-20 15:32:38,2019-06-12 15:32:38,
ACC_0004627,CUST_009516,Current,20993.87,Dormant,2020-05-17 23:45:48,,
ACC_0007711,CUST_009539,Savings,36518.89,Active,2017-06-17 20:22:38,,1.0
ACC_0009459,CUST_004216,Fixed Deposit,73870.96,Active,,,1.0
ACC_0004652,CUST_009946,Savings,35416.71,,2023-04-18 04:47:38,,1.0
ACC_0006717,CUST_001290,Current,,Active,2017-05-04 05:32:50,,3.0
ACC_0002405,CUST_004605,Current,107526.02,Active,2015-01-21 19:55:41,,4.0
ACC_0001747,CUST_007854,Fixed Deposit,129733.77,Active,2023-05-19 06:27:52,,3.0
ACC_0013174,CUST_004678,,95723.04,Dormant,2022-09-29 21:03:19,,3.0
ACC_0005805,CUST_000178,Fixed Deposit,109837.08,Closed,2016-03-08 01:35:31,2017-05-30 01:35:31,3.0
ACC_0000195,CUST_001199,,,Active,2021-12-24 04:16:27,,
ACC_0001975,CUST_003873,,35839.39,,2019-06-04 13:01:02,,1.0
ACC_0001922,CUST_007091,Loan,94859.02,,,2023-02-18 19:16:11,1.0
ACC_0008808,CUST_007517,Loan,90160.89,Dormant,2017-05-17 09:23:20,,2.0
ACC_0001113,CUST_009195,Savings,52092.45,,2018-04-27 12:12:41,,2.0
ACC_0009381,CUST_009016,,,Active,2021-04-02 00:25:42,,2.0
ACC_0000438,CUST_007246,Loan,44435.63,Active,2017-08-19 13:25:00,,4.0
ACC_0001387,CUST_009407,Current,17792.12,Active,,,1.0
ACC_0002076,CUST_001762,,63655.0,Active,2016-09-29 14:18:51,,2.0
ACC_0013519,CUST_002720,,25462.37,Active,,,3.0
ACC_0002818,CUST_001993,Fixed Deposit,89878.89,Dormant,2023-06-24 15:02:22,,4.0
ACC_0014198,CUST_009119,Savings,78172.97,Closed,2015-11-13 15:25:13,2018-05-23 15:25:13,2.0
ACC_0009921,CUST_009931,Loan,3267.94,Active,2017-12-12 08:31:28,,2.0
ACC_0010282,CUST_008444,Loan,34802.01,Active,2023-03-10 17:24:48,,1.0
ACC_0000099,CUST_000133,Loan,,Active,2018-05-24 18:32:24,,1.0
ACC_0006348,CUST_004644,Savings,55501.96,,2018-11-17 16:18:52,,3.0
ACC_0004453,CUST_005099,,105838.63,,2022-12-11 05:24:10,,4.0
ACC_0006138,CUST_001118,Fixed Deposit,33175.94,Dormant,2016-10-27 14:28:33,,2.0
ACC_0007336,CUST_007447,Current,50250.02,Active,2022-12-06 01:19:18,,1.0
ACC_0004000,CUST_006773,Loan,149080.42,,2015-11-08 00:50:01,,3.0
ACC_0006747,CUST_007414,Loan,44215.78,Active,2015-06-14 14:43:52,,4.0
ACC_0008956,CUST_001314,,82446.62,Dormant,2015-10-22 06:03:35,,3.0
ACC_0011225,CUST_000605,Savings,26171.21,Closed,2022-12-01 12:36:14,2024-02-29 12:36:14,3.0
ACC_0012818,CUST_004570,Loan,69127.23,,2022-05-24 18:30:29,,2.0
ACC_0004613,CUST_008449,Current,104099.17,Active,2017-06-15 09:41:29,,
ACC_0012311,CUST_008327,Current,129977.27,Active,2020-03-04 08:42:58,,4.0
ACC_0003530,CUST_008374,Current,,,2020-12-17 05:46:35,,
ACC_0005422,CUST_005431,Loan,106923.38,Closed,2017-12-01 23:58:16,2018-05-26 23:58:16,2.0
ACC_0007541,CUST_002618,Loan,136904.39,Active,2018-06-24 05:59:58,,1.0
ACC_0010904,CUST_006563,Loan,107418.05,Closed,2022-04-22 10:20:25,2024-12-31 00:00:00,2.0
ACC_0012718,CUST_008816,,135307.46,Active,2019-03-10 23:32:46,,
ACC_0012938,CUST_006573,Fixed Deposit,46433.66,,2017-12-26 18:03:27,,
ACC_0001470,CUST_004690,Current,22751.39,Active,2015-02-14 05:46:36,,2.0
ACC_0003512,CUST_004552,,86061.73,Active,2022-05-02 09:09:54,,4.0
ACC_0014549,CUST_005465,,59265.34,,,,1.0
ACC_0014322,CUST_007449,Savings,49000.95,,2016-03-16 05:01:08,,
ACC_0012848,CUST_006677,Savings,47950.9,,2020-10-11 13:24:30,,4.0
ACC_0008021,CUST_009903,Current,2596.58,Active,2015-08-04 22:58:39,,3.0
ACC_0014085,CUST_000358,Current,106927.33,Closed,2019-11-22 04:01:38,2022-06-28 04:01:38,3.0
ACC_0001557,CUST_004434,,148661.97,Active,2020-05-20 19:14:46,,2.0
ACC_0011413,CUST_003153,Savings,118663.02,Active,2017-08-19 10:28:26,,4.0
ACC_0008066,CUST_005831,,36207.82,Closed,2023-04-17 13:19:58,,4.0
ACC_0012500,CUST_005045,Loan,35491.25,Active,2017-03-24 23:42:02,,4.0
ACC_0008387,CUST_004127,Savings,47008.43,,2019-10-01 15:06:20,,2.0
ACC_0009432,CUST_009045,Fixed Deposit,115094.66,Active,2017-03-24 16:11:16,,4.0
ACC_0011205,CUST_008176,,34698.93,Active,2018-09-23 11:41:50,,1.0
ACC_0011867,CUST_002622,Fixed Deposit,123878.46,Closed,2018-06-23 03:17:23,2020-11-09 03:17:23,1.0
ACC_0009647,CUST_002443,Fixed Deposit,109631.54,Closed,2021-02-24 04:14:12,2022-05-23 04:14:12,3.0
ACC_0000245,CUST_006744,Current,33115.26,Active,2022-10-18 20:13:59,,4.0
ACC_0003523,CUST_005751,Savings,16979.18,Active,2020-02-14 17:34:14,,3.0
ACC_0000823,CUST_006280,Fixed Deposit,64369.06,Active,2015-10-01 08:40:28,,1.0
ACC_0002935,CUST_008032,Savings,49533.42,Active,2020-11-06 14:10:39,,4.0
ACC_0000745,CUST_002970,Loan,108144.71,Active,2023-03-03 18:35:46,,2.0
ACC_0004284,CUST_005819,Loan,64689.33,,,,4.0
ACC_0010248,CUST_000251,Loan,74163.58,Active,2017-05-25 20:23:03,,2.0
ACC_0006582,CUST_005851,Fixed Deposit,148761.57,Active,2020-02-24 16:40:25,,1.0
ACC_0013673,CUST_006487,Savings,60091.58,Active,,,1.0
ACC_0006535,CUST_006778,Savings,36252.77,Active,2019-06-16 02:42:12,,2.0
ACC_0007012,CUST_002363,Fixed Deposit,,,2020-06-22 17:07:25,,2.0
ACC_0009642,CUST_006965,Loan,129091.11,Active,2019-07-15 06:12:05,,1.0
ACC_0009322,CUST_002499,,81790.39,Active,2016-08-05 15:24:58,,2.0
ACC_0008541,CUST_007515,Current,123172.75,,2018-08-31 19:20:29,2019-04-01 19:20:29,3.0
ACC_0005729,CUST_009085,Fixed Deposit,31807.47,Active,2022-03-10 10:21:52,,2.0
ACC_0005210,CUST_009162,Loan,43366.83,,,,1.0
ACC_0004120,CUST_002327,Current,25013.47,Active,2020-02-10 05:37:24,,
ACC_0014224,CUST_000690,Savings,20564.25,Active,2015-05-13 02:15:32,,3.0
ACC_0004903,CUST_006352,Fixed Deposit,,,2016-11-05 21:05:26,,3.0
ACC_0013511,CUST_001826,,16989.53,Closed,2021-06-16 07:28:56,2023-12-07 07:28:56,1.0
ACC_0001218,CUST_007877,,31437.58,Active,2019-05-02 03:56:04,,1.0
ACC_0000093,CUST_009127,,45649.03,Active,2018-03-26 13:28:42,,2.0
ACC_0003057,CUST_009079,Savings,114642.56,Dormant,2019-03-31 04:25:37,,2.0
ACC_0004339,CUST_007469,Loan,28728.9,Active,,,3.0
ACC_0009645,CUST_004506,Fixed Deposit,23192.42,Dormant,2019-12-06 20:40:32,,3.0
ACC_0003379,CUST_003208,Current,62694.65,Active,2019-02-27 07:57:24,,3.0
ACC_0005364,CUST_005215,Loan,100252.61,,2019-03-11 03:00:41,,3.0
ACC_0010091,CUST_002745,Savings,61692.37,Active,2021-01-07 22:26:35,,4.0
ACC_0010422,CUST_005569,Current,,Active,2016-11-06 10:50:36,,2.0
ACC_0006182,CUST_001836,Loan,89947.27,Closed,2020-12-16 07:03:34,2021-05-03 07:03:34,2.0
ACC_0011124,CUST_005411,Fixed Deposit,123367.9,Dormant,2019-02-19 18:49:51,,4.0
ACC_0009026,CUST_005269,,55645.46,,2020-06-02 11:30:52,,1.0
ACC_0013268,CUST_007207,Fixed Deposit,88050.76,Dormant,2022-07-13 04:28:35,,4.0
ACC_0008816,CUST_002101,Loan,100083.14,Active,2021-08-17 16:27:41,,3.0
ACC_0008014,CUST_006951,Loan,73313.75,Active,2015-07-16 13:56:37,,4.0
ACC_0004777,CUST_008167,,,Active,2018-07-01 07:36:19,,2.0
ACC_0013724,CUST_007371,Current,9043.9,Closed,2022-10-10 13:26:58,2024-02-24 13:26:58,4.0
ACC_0012008,CUST_006449,Fixed Deposit,,,2016-02-11 02:03:22,,4.0
ACC_0003145,CUST_004834,Savings,113072.4,Active,2016-08-20 02:14:22,,2.0
